sentence,emotion
The sight and smell of the decaying food in the trash can caused a strong physical reaction.,nauseated
The sight left a sour taste in their mouth and a heaviness in their chest.,appalled
The mere thought of their presence fills me with an overwhelming desire to distance myself.,detest
"The awkward silence lingered, filling the room with tension.",uncomfortable
It seems their choices always warrant a raised eyebrow and a disapproving glance.,judgemental
The mere thought of it sends shivers of disgust crawling up my spine.,loathing
"She skillfully navigated around the issue, never directly confronting it.",avoiding
"As the ink slashed through the words on the paper, it felt like a sharp cut through the heart of the message.",crossed out
The feeling of dread settling in her chest was suffocating and heavy.,awful
I cannot believe that such a blatant disregard for decency and fairness is allowed to persist unchecked.,outraged
The foul odor wafting from the dumpster made their stomach turn.,disgust
The sight of the decaying food in the kitchen stirred a strong urge to be anywhere but there.,repelled
I'm not quite sure if I'm ready to commit to that just yet.,hesitant
The overwhelming scent of rotten food made her stomach churn and her face pale.,nauseated
The sight before me filled my stomach with revulsion and disbelief.,appalled
The mere thought of it leaves a bitter taste in my mind.,detest
"The sudden silence in the room was suffocating, making everyone shift awkwardly in their seats.",uncomfortable
The raised eyebrow and subtle smirk spoke volumes about their thoughts on the situation.,judgemental
The mere thought of it sends a shiver of revulsion down my spine.,loathing
She always found reasons to change the subject whenever the topic of their disagreement came up.,avoiding
"The plans we made together are now marked with a line, abandoned and forgotten.",crossed out
"The feeling lingered like a shadow, casting a dark cloud over every moment.",awful
The blatant disregard for fairness and justice in this situation is absolutely appalling.,outraged
The sight and smell of the decaying garbage made my stomach turn.,disgust
The sight of the decaying food left me feeling uneasy and wanting to distance myself.,repelled
"She took a small step forward, her uncertainty evident in the way she glanced back over her shoulder.",hesitant
The sight and smell of decay made her stomach churn uncomfortably.,nauseated
The sight before me filled me with a deep sense of disbelief and disgust.,appalled
The mere thought of the situation fills me with an overwhelming sense of disdain and displeasure.,detest
"Squirming in my seat, I shifted nervously as the awkward silence stretched on between us.",uncomfortable
I can't believe they would make such a careless decision without considering the consequences.,judgemental
The mere thought of it sends a shiver of repulsion down my spine.,loathing
I tend to steer clear of situations that make me uncomfortable.,avoiding
Her initial excitement was replaced by a wave of disappointment as she stared at the crossed-out names on the guest list.,crossed out
"The news of the unexpected tragedy left a heavy weight in the air, suffocating any hint of lightness in the room.",awful
I cannot believe such blatant disregard for basic decency!,outraged
"The putrid smell lingered in the room, turning my stomach with its foulness.",disgust
"The pungent odor invaded her senses, causing an immediate urge to retreat.",repelled
"I find myself waffling back and forth, unsure of which path to take.",hesitant
"The putrid smell wafted from the dumpster, causing my stomach to churn uncomfortably.",nauseated
The sight left me reeling with disbelief and disgust.,appalled
The mere thought of it leaves a bitter taste in my mind.,detest
"The silence between them grew heavy, filled with unspoken tension and shifting eyes.",uncomfortable
The look they exchanged made it clear that opinions were silently forming.,judgemental
The mere thought of that person's presence makes my skin crawl with disgust.,loathing
I tend to veer away from situations that bring discomfort and uncertainty.,avoiding
Her initial excitement over the promotion was quickly replaced by disappointment when she realized it came with a pay cut.,crossed out
The feeling in the pit of my stomach weighed heavy with unease and dread.,awful
I cannot believe the blatant disregard for justice and fairness in this situation.,outraged
The revolting odor twisted my stomach into knots.,disgust
"The sight of the grotesque creature made her instinctively take a step back, her skin crawling with discomfort.",repelled
I'm not quite sure if I'm ready to commit to this just yet.,hesitant
"The overpowering stench hit me like a wave, making my stomach churn and my head spin.",nauseated
The sight before me left my mouth agape and my heart heavy with distaste.,appalled
The mere thought of that individual fills me with a deep sense of repulsion and aversion.,detest
